DATE,GDPC1_GDPPOT
1949-01-01,0.20931930437343449317
1949-04-01,-1.5275579802127313
1949-07-01,-1.9303854083173615
1949-10-01,-4.0446766375007544
1950-01-01,-1.6169347848378309
1950-04-01,0.07456761292765259039
1950-07-01,2.6463213817851402
1950-10-01,3.2910963938977898
1951-01-01,3.3839771318071158
1951-04-01,3.8765002709228214
1951-07-01,4.6505693459724530
1951-10-01,3.4552394576700226
1952-01-01,3.0856288317656103
1952-04-01,1.7419303030744647
1952-07-01,1.0048042499416192
1952-10-01,2.9234584524769787
1953-01-01,3.6113747795620707
1953-04-01,3.3512191669626578
1953-07-01,1.8914196149296666
1953-10-01,-0.37975607045840127701
1954-01-01,-1.5196861382120336
1954-04-01,-2.0133718311099592
1954-07-01,-1.4874586548739390
1954-10-01,-0.17497461966029132727
1955-01-01,2.0599463016625038
1955-04-01,3.0495471527917520
1955-07-01,3.7809103876991830
1955-10-01,3.7232946968519452
1956-01-01,2.6489931890706995
1956-04-01,2.8464692328784315
1956-07-01,2.0842282548874618
1956-10-01,3.0499683630555763
1957-01-01,2.9329950513546839
1957-04-01,1.8751799174457776
1957-07-01,1.9994055989069362
1957-10-01,0.05763608539977864133
1958-01-01,-3.3836698718224320
1958-04-01,-3.5977112709759076
1958-07-01,-2.2269513853503908
1958-10-01,-0.85609555003008864565
1959-01-01,0.09749049737506287403
1959-04-01,1.3387744936309436
1959-07-01,0.34335376701989085087
1959-10-01,-0.43245912316847906560
1960-01-01,0.72660255986492772674
1960-04-01,-0.83920237183968845253
1960-07-01,-1.3452278100547825
1960-10-01,-3.5366797321524804
1961-01-01,-3.7838243507755544
1961-04-01,-2.9961650325097724
1961-07-01,-2.0114715409560659
1961-10-01,-0.99452976584612114721
1962-01-01,-0.20316576080183446633
1962-04-01,-0.34592643576276895579
1962-07-01,-0.22034696765438194441
1962-10-01,-1.0013248333259795
1963-01-01,-1.0187517281248877
1963-04-01,-0.98469831904572971516
1963-07-01,0.11931706377782025792
1963-10-01,-0.29343581319823252996
1964-01-01,0.73358949713818941731
1964-04-01,0.72912640726919948020
1964-07-01,1.1853863213160874
1964-10-01,0.39376010562787846347
1965-01-01,1.6894884132062126
1965-04-01,1.8789393819719264
1965-07-01,3.0170610777007157
1965-10-01,4.2612734642890922
1966-01-01,5.6570554531731418
1966-04-01,4.8925227332141090
1966-07-01,4.6519070445720246
1966-10-01,4.3918935294463861
1967-01-01,4.1726236112865256
1967-04-01,3.0799648934545109
1967-07-01,2.8855407622007057
1967-10-01,2.4786388005113083
1968-01-01,3.3854182687379989
1968-04-01,3.9519057908026313
1968-07-01,3.6020205682482689
1968-10-01,2.8680073381290298
1969-01-01,3.3801160156963730
1969-04-01,2.6558399854281800
1969-07-01,2.3578655464167449
1969-10-01,0.94458694912953681898
1970-01-01,-0.06444912984712831364
1970-04-01,-0.72886525091490143210
1970-07-01,-0.59664409938679023247
1970-10-01,-2.4218668863428435
1971-01-01,-0.57080950994888485480
1971-04-01,-0.87447299062259051077
1971-07-01,-0.92007832896449153757
1971-10-01,-1.5378367825575908
1972-01-01,-0.56037715570780882695
1972-04-01,0.89863629096997676728
1972-07-01,1.0807993086598215
1972-10-01,2.0028363227974889
1973-01-01,3.7238462317424005
1973-04-01,3.9921464793514002
1973-07-01,2.5746816190645393
1973-10-01,2.6560533446763530
1974-01-01,0.89123514890829885889
1974-04-01,0.25866318495933944961
1974-07-01,-1.5244139417516453
1974-10-01,-2.7158770047655261
1975-01-01,-4.6709249274766780
1975-04-01,-4.7443979366005080
1975-07-01,-3.8651837765113449
1975-10-01,-3.3201854837110533
1976-01-01,-1.8918284962005208
1976-04-01,-1.9155580150548547
1976-07-01,-2.1312414166952436
1976-10-01,-2.1798553264902375
1977-01-01,-1.8020135166080966
1977-04-01,-0.70504423705222833736
1977-07-01,0.25691867947367789381
1977-10-01,-0.58057334723960179927
1978-01-01,-1.1104330101277920
1978-04-01,1.8320272398229440
1978-07-01,1.9616032244732270
1978-10-01,2.4225777652354278
1979-01-01,1.6808753859904854
1979-04-01,0.90242795779772815845
1979-07-01,0.81578588783365706218
1979-10-01,0.29811958265779077929
1980-01-01,-0.07611862438176765244
1980-04-01,-2.7217602121084398
1980-07-01,-3.3395606352517987
1980-10-01,-2.0660102217961819
1981-01-01,-0.70671609113591560635
1981-04-01,-2.0738498042634768
1981-07-01,-1.5695962112094695
1981-10-01,-3.3309064326020574
1982-01-01,-5.5274763631000784
1982-04-01,-5.8025932944339140
1982-07-01,-6.8702015423981687
1982-10-01,-7.5458023580839970
1983-01-01,-7.0379065253862491
1983-04-01,-5.6572354414977849
1983-07-01,-4.5320536896786802
1983-10-01,-3.3375281551109709
1984-01-01,-2.2806663664440804
1984-04-01,-1.4585926757208139
1984-07-01,-1.3905970248767179
1984-10-01,-1.4718474609799459
1985-01-01,-1.4078118460724603
1985-04-01,-1.4276487708693347
1985-07-01,-0.80811489467769784335
1985-10-01,-0.94294633931342646987
1986-01-01,-0.87607254080083198847
1986-04-01,-1.2712311641903041
1986-07-01,-1.1600851508472481
1986-10-01,-1.4500914141925831
1987-01-01,-1.5269018951545683
1987-04-01,-1.2636696642738392
1987-07-01,-1.1960661270497977
1987-10-01,-0.29280524890049843636
1988-01-01,-0.55856457923308068806
1988-04-01,-0.03624269190409557682
1988-07-01,-0.22881553338830635096
1988-10-01,0.31953168324608369669
1989-01-01,0.56235804311559573391
1989-04-01,0.55920540938762816888
1989-07-01,0.63447858593055310226
1989-10-01,0.06532606482935354235
1990-01-01,0.40790688501411075874
1990-04-01,0.04624691934311768930
1990-07-01,-0.57990400658596530886
1990-10-01,-2.1387569750257718
1991-01-01,-3.2198242696471457
1991-04-01,-3.0671097033268400
1991-07-01,-3.1624264950445523
1991-10-01,-3.4026549315180255
1992-01-01,-2.8225426737950359
1992-04-01,-2.3513878773985303
1992-07-01,-1.9800602963332919
1992-10-01,-1.55862810218297995933
1993-01-01,-1.9974932706145334
1993-04-01,-2.0425290219648750
1993-07-01,-2.1949683368263778
1993-10-01,-1.49388152906452035689
1994-01-01,-1.17293169452041878952
1994-04-01,-0.47559144833746601387
1994-07-01,-0.54427131021729384672
1994-10-01,-0.06412616125378846018
1995-01-01,-0.36853075653408257096
1995-04-01,-0.73550318261078560651
1995-07-01,-0.55923384448091986506
1995-10-01,-0.56535119374126750935
1996-01-01,-0.51222481938910599667
1996-04-01,0.40838053351292053549
1996-07-01,0.51970004253202958945
1996-10-01,0.72543327783731844340
1997-01-01,0.49500892136688949656
1997-04-01,1.24304791057410792102
1997-07-01,1.53776444657232559378
1997-10-01,1.40612941663183631448
1998-01-01,1.39849686240613746214
1998-04-01,1.28245975292334408443
1998-07-01,1.48388392383752960740
1998-10-01,2.0201596186125457
1999-01-01,1.8671231729504030
1999-04-01,1.6009466029002951
1999-07-01,1.8244991357245411
1999-10-01,2.3612633464816126
2000-01-01,1.6125255335157994
2000-04-01,2.3789075339877359
2000-07-01,1.4680187839985572
2000-10-01,1.12542493842903271591
2001-01-01,-0.08356517159949712869
2001-04-01,-0.27841674312136382952
2001-07-01,-1.4336693005309638
2001-10-01,-1.8702061826501523
2002-01-01,-1.7178493435788184
2002-04-01,-1.7567986307947031
2002-07-01,-1.9811454528017832
2002-10-01,-2.4685841139776890
2003-01-01,-2.5583429482591308
2003-04-01,-2.3010060193374607
2003-07-01,-1.28488500744778804115
2003-10-01,-0.75681203809424481805
2004-01-01,-0.82055417764594786496
2004-04-01,-0.68599602111481891494
2004-07-01,-0.39109911619794930920
2004-10-01,-0.02984661783125415917
2005-01-01,0.43694063030887575728
2005-04-01,0.31255266648986061247
2005-07-01,0.49310810053110414546
2005-10-01,0.46505971369670451132
2006-01-01,1.2458736432846710
2006-04-01,0.95656547419933164953
2006-07-01,0.58752719514606446655
2006-10-01,0.95970465137096127026
2007-01-01,0.76920128867113478626
2007-04-01,0.88529712095395373372
2007-07-01,0.96118962082820953645
2007-10-01,1.08980113406441110427
2008-01-01,0.16292748942554738620
2008-04-01,0.28051795073469196982
2008-07-01,-0.70076950245292663309
2008-10-01,-3.2923114832559844
2009-01-01,-4.7692785036007031
2009-04-01,-5.2930687968147078
2009-07-01,-5.2940384201447735
2009-10-01,-4.5973209103347164
2010-01-01,-4.4659533332030691
2010-04-01,-3.8831437908258070
2010-07-01,-3.5014616989999743
2010-10-01,-3.3671250362584883
2011-01-01,-3.9791610091310179
2011-04-01,-3.7253585444086526
2011-07-01,-4.1520330225990213
2011-10-01,-3.4902496597236589
2012-01-01,-3.1026182662366734
2012-04-01,-3.0986608941586482
