DATE,CCLACBW027SBOG
2007-05-30,313.3201
2007-06-06,312.3376
2007-06-13,314.265
2007-06-20,317.9051
2007-06-27,316.3905
2007-07-04,316.3288
2007-07-11,316.7039
2007-07-18,318.1181
2007-07-25,317.433
2007-08-01,313.3084
2007-08-08,314.7476
2007-08-15,317.2358
2007-08-22,317.8135
2007-08-29,320.1094
2007-09-05,320.131
2007-09-12,318.429
2007-09-19,325.4534
2007-09-26,324.4639
2007-10-03,319.946
2007-10-10,321.2851
2007-10-17,320.9365
2007-10-24,322.4335
2007-10-31,320.2248
2007-11-07,323.726
2007-11-14,329.0208
2007-11-21,331.5752
2007-11-28,334.0994
2007-12-05,333.423
2007-12-12,337.63
2007-12-19,345.4852
2007-12-26,344.7022
2008-01-02,341.5935
2008-01-09,338.9223
2008-01-16,339.5874
2008-01-23,340.2701
2008-01-30,334.4676
2008-02-06,332.2201
2008-02-13,330.1189
2008-02-20,332.8737
2008-02-27,331.2459
2008-03-05,330.3665
2008-03-12,331.3592
2008-03-19,328.9054
2008-03-26,327.1493
2008-04-02,323.0489
2008-04-09,324.5391
2008-04-16,333.1483
2008-04-23,331.2608
2008-04-30,330.9841
2008-05-07,331.2341
2008-05-14,331.5016
2008-05-21,329.5288
2008-05-28,330.5006
2008-06-04,328.3669
2008-06-11,328.1357
2008-06-18,332.9657
2008-06-25,332.41
2008-07-02,329.29
2008-07-09,329.7252
2008-07-16,336.0217
2008-07-23,336.8524
2008-07-30,338.2249
2008-08-06,337.5608
2008-08-13,337.6313
2008-08-20,343.263
2008-08-27,343.9133
2008-09-03,342.4175
2008-09-10,342.0333
2008-09-17,346.7137
2008-09-24,348.495
2008-10-01,366.1201
2008-10-08,366.8866
2008-10-15,374.9902
2008-10-22,375.5003
2008-10-29,378.8148
2008-11-05,378.5432
2008-11-12,380.7983
2008-11-19,385.0592
2008-11-26,382.7148
2008-12-03,382.2341
2008-12-10,381.3851
2008-12-17,385.9562
2008-12-24,385.461
2008-12-31,383.0923
2009-01-07,385.503
2009-01-14,395.9773
2009-01-21,399.6659
2009-01-28,393.4187
2009-02-04,393.2338
2009-02-11,392.9103
2009-02-18,398.4906
2009-02-25,397.1868
2009-03-04,391.5417
2009-03-11,393.0837
2009-03-18,385.5939
2009-03-25,376.5564
2009-04-01,370.1015
2009-04-08,371.3103
2009-04-15,375.8039
2009-04-22,372.7971
2009-04-29,374.1468
2009-05-06,365.7241
2009-05-13,357.8312
2009-05-20,367.1531
2009-05-27,369.4739
2009-06-03,363.0848
2009-06-10,358.4117
2009-06-17,357.616
2009-06-24,357.6227
2009-07-01,356.0587
2009-07-08,355.0541
2009-07-15,356.187
2009-07-22,359.1833
2009-07-29,357.7009
2009-08-05,352.8955
2009-08-12,354.0767
2009-08-19,357.9596
2009-08-26,357.9557
2009-09-02,350.2156
2009-09-09,354.3935
2009-09-16,355.35
2009-09-23,351.2148
2009-09-30,343.7718
2009-10-07,344.9875
2009-10-14,344.8007
2009-10-21,348.5325
2009-10-28,347.7173
2009-11-04,343.4251
2009-11-11,342.3688
2009-11-18,346.0138
2009-11-25,345.9171
2009-12-02,340.2403
2009-12-09,338.8193
2009-12-16,337.9716
2009-12-23,333.1632
2009-12-30,332.276
2010-01-06,326.2279
2010-01-13,324.5016
2010-01-20,323.7796
2010-01-27,322.9002
2010-02-03,318.5844
2010-02-10,318.0634
2010-02-17,319.3537
2010-02-24,317.9489
2010-03-03,313.1086
2010-03-10,312.1009
2010-03-17,315.2378
2010-03-24,321.1086
2010-03-31,650.5839
2010-04-07,650.7828
2010-04-14,649.5123
2010-04-21,647.8584
2010-04-28,646.8617
2010-05-05,644.0189
2010-05-12,642.6435
2010-05-19,641.9397
2010-05-26,639.2415
2010-06-02,635.0163
2010-06-09,635.4477
2010-06-16,632.5669
2010-06-23,632.0485
2010-06-30,627.8772
2010-07-07,628.1318
2010-07-14,628.0756
2010-07-21,627.0943
2010-07-28,625.7114
2010-08-04,624.3056
2010-08-11,623.2574
2010-08-18,622.0898
2010-08-25,621.1377
2010-09-01,618.1096
2010-09-08,617.5005
2010-09-15,617.3833
2010-09-22,615.03
2010-09-29,616.5558
2010-10-06,613.5282
2010-10-13,613.5581
2010-10-20,613.1869
2010-10-27,610.9926
2010-11-03,609.5867
2010-11-10,609.1305
2010-11-17,608.3852
2010-11-24,607.5746
2010-12-01,606.0275
2010-12-08,607.9899
2010-12-15,607.5368
2010-12-22,606.8937
2010-12-29,606.1958
2011-01-05,605.4339
2011-01-12,603.5409
2011-01-19,604.7031
2011-01-26,603.0098
2011-02-02,602.2804
2011-02-09,601.0606
2011-02-16,600.0017
2011-02-23,600.2386
2011-03-02,599.4681
2011-03-09,599.8498
2011-03-16,600.5335
2011-03-23,600.5008
2011-03-30,601.19
2011-04-06,598.8903
2011-04-13,597.904
2011-04-20,598.7445
2011-04-27,597.7592
2011-05-04,596.8145
2011-05-11,596.5838
2011-05-18,596.6834
2011-05-25,595.9443
2011-06-01,599.3244
2011-06-08,599.5876
2011-06-15,599.4661
2011-06-22,599.9928
2011-06-29,601.0861
2011-07-06,601.6172
2011-07-13,600.6581
2011-07-20,600.958
2011-07-27,600.6739
2011-08-03,600.4874
2011-08-10,600.2456
2011-08-17,600.0577
2011-08-24,600.1399
2011-08-31,599.6238
2011-09-07,599.3237
2011-09-14,599.839
2011-09-21,599.6559
2011-09-28,600.7595
2011-10-05,602.7421
2011-10-12,602.0403
2011-10-19,602.0943
2011-10-26,601.802
2011-11-02,601.0488
2011-11-09,601.4844
2011-11-16,601.574
2011-11-23,601.4656
2011-11-30,602.695
2011-12-07,601.2564
2011-12-14,601.5011
2011-12-21,601.0529
2011-12-28,602.1536
2012-01-04,603.6064
2012-01-11,601.5233
2012-01-18,601.0002
2012-01-25,598.5258
2012-02-01,599.8544
2012-02-08,598.8113
2012-02-15,597.9141
2012-02-22,596.82
2012-02-29,599.7411
2012-03-07,599.6362
2012-03-14,600.5369
2012-03-21,600.0102
2012-03-28,601.1859
2012-04-04,601.8765
2012-04-11,599.9945
2012-04-18,599.1449
2012-04-25,598.1836
2012-05-02,609.7545
2012-05-09,608.5202
2012-05-16,608.0842
2012-05-23,607.579
2012-05-30,611.3725
2012-06-06,609.8642
2012-06-13,609.7528
2012-06-20,608.6772
2012-06-27,607.7818
2012-07-04,608.5054
2012-07-11,607.3288
2012-07-18,606.8657
2012-07-25,605.9368
2012-08-01,607.5107
2012-08-08,607.5243
2012-08-15,607.4235
2012-08-22,607.5262
2012-08-29,608.5989
2012-09-05,608.1494
2012-09-12,606.7093
2012-09-19,606.9098
2012-09-26,606.4552
2012-10-03,608.5071
2012-10-10,608.5372
2012-10-17,607.6635
2012-10-24,607.5206
2012-10-31,609.8165
2012-11-07,609.3144
2012-11-14,609.4353
2012-11-21,607.9198
2012-11-28,609.341
2012-12-05,606.6259
2012-12-12,606.2179
2012-12-19,606.5232
2012-12-26,607.344
2013-01-02,608.3809
2013-01-09,607.2773
2013-01-16,606.1345
2013-01-23,606.7913
2013-01-30,608.7429
2013-02-06,608.1113
2013-02-13,608.3086
2013-02-20,607.4759
2013-02-27,609.1893
2013-03-06,607.5275
2013-03-13,613.2101
2013-03-20,612.4699
2013-03-27,612.5018
2013-04-03,612.5289
2013-04-10,612.1893
2013-04-17,612.376
2013-04-24,611.8801
2013-05-01,612.1431
2013-05-08,612.4126
2013-05-15,612.5927
2013-05-22,613.3814
2013-05-29,614.9462
2013-06-05,614.7175
2013-06-12,615.3539
2013-06-19,615.1993
2013-06-26,615.1636
2013-07-03,613.1135
2013-07-10,613.2198
2013-07-17,612.0579
2013-07-24,610.7662
2013-07-31,611.0155
2013-08-07,611.0953
2013-08-14,611.5659
2013-08-21,611.5014
2013-08-28,611.5874
2013-09-04,612.1899
2013-09-11,611.4809
2013-09-18,611.5794
2013-09-25,611.2844
2013-10-02,613.0369
2013-10-09,613.188
2013-10-16,613.518
2013-10-23,613.8982
2013-10-30,615.6089
2013-11-06,615.263
2013-11-13,615.6653
2013-11-20,599.1569
2013-11-27,597.8073
2013-12-04,599.4672
2013-12-11,599.913
2013-12-18,599.6543
2013-12-25,601.037
2014-01-01,600.0175
2014-01-08,600.5485
2014-01-15,599.3409
2014-01-22,600.0345
2014-01-29,601.2922
2014-02-05,601.5426
2014-02-12,601.0392
2014-02-19,602.6811
2014-02-26,603.2081
2014-03-05,602.8912
2014-03-12,603.4024
2014-03-19,604.3412
2014-03-26,604.2153
2014-04-02,604.1705
2014-04-09,605.0057
2014-04-16,606.5678
2014-04-23,607.1656
2014-04-30,608.4004
2014-05-07,608.7653
2014-05-14,610.4631
2014-05-21,610.1369
2014-05-28,610.0636
2014-06-04,610.4922
2014-06-11,611.7297
2014-06-18,611.3899
2014-06-25,610.9064
2014-07-02,611.4614
2014-07-09,612.6122
2014-07-16,612.8975
2014-07-23,613.1027
2014-07-30,614.5189
2014-08-06,613.7697
2014-08-13,614.5232
2014-08-20,615.1305
2014-08-27,615.7432
2014-09-03,617.7401
2014-09-10,616.8313
2014-09-17,617.4258
2014-09-24,617.1751
2014-10-01,618.5881
2014-10-08,618.0102
2014-10-15,618.0296
2014-10-22,619.0977
2014-10-29,619.3658
2014-11-05,620.1802
2014-11-12,622.4012
2014-11-19,622.7966
2014-11-26,621.0143
2014-12-03,621.1377
2014-12-10,623.1334
2014-12-17,622.3385
2014-12-24,625.1366
2014-12-31,623.3239
2015-01-07,624.6176
2015-01-14,625.8077
2015-01-21,625.6248
2015-01-28,625.7098
2015-02-04,625.6952
2015-02-11,627.454
2015-02-18,627.4478
2015-02-25,625.369
2015-03-04,625.9322
2015-03-11,626.3044
2015-03-18,626.7388
2015-03-25,627.7118
2015-04-01,630.8592
2015-04-08,631.9213
2015-04-15,631.6669
2015-04-22,632.3258
2015-04-29,633.7895
2015-05-06,634.0327
2015-05-13,634.922
2015-05-20,634.5985
2015-05-27,635.0924
2015-06-03,634.5796
2015-06-10,636.4676
2015-06-17,636.0405
2015-06-24,638.4372
2015-07-01,639.1498
2015-07-08,640.08
2015-07-15,640.1311
2015-07-22,641.4847
2015-07-29,642.7345
2015-08-05,643.9944
2015-08-12,644.9062
2015-08-19,645.7971
2015-08-26,645.4955
2015-09-02,646.9379
2015-09-09,649.3348
2015-09-16,648.8791
2015-09-23,648.8927
2015-09-30,650.8713
2015-10-07,652.2476
2015-10-14,653.4118
2015-10-21,653.7698
2015-10-28,653.2531
2015-11-04,654.7188
2015-11-11,655.226
2015-11-18,656.3209
2015-11-25,656.1988
2015-12-02,656.5665
2015-12-09,657.8243
2015-12-16,658.2901
2015-12-23,659.039
2015-12-30,660.1075
2016-01-06,663.8851
2016-01-13,663.7587
2016-01-20,665.2293
2016-01-27,663.8746
2016-02-03,664.2993
2016-02-10,664.7481
2016-02-17,664.8277
2016-02-24,663.9308
2016-03-02,665.3791
2016-03-09,669.4496
2016-03-16,670.2061
2016-03-23,672.0265
2016-03-30,674.7391
2016-04-06,674.3856
2016-04-13,673.567
2016-04-20,675.3272
2016-04-27,676.1395
2016-05-04,677.2175
2016-05-11,677.3616
2016-05-18,678.3309
2016-05-25,677.5274
2016-06-01,679.4709
2016-06-08,681.3126
2016-06-15,682.5355
2016-06-22,692.3411
2016-06-29,694.1472
2016-07-06,695.9018
2016-07-13,696.4511
2016-07-20,697.73
2016-07-27,697.6273
2016-08-03,698.5629
2016-08-10,699.6169
2016-08-17,700.2486
2016-08-24,700.809
2016-08-31,701.1605
2016-09-07,702.2352
2016-09-14,702.5957
2016-09-21,703.2626
2016-09-28,703.6061
2016-10-05,705.5379
2016-10-12,705.5908
2016-10-19,706.2812
2016-10-26,705.118
2016-11-02,706.2547
2016-11-09,706.539
2016-11-16,706.3966
2016-11-23,707.1797
2016-11-30,711.7193
2016-12-07,711.1669
2016-12-14,712.1201
2016-12-21,711.2493
2016-12-28,711.9613
2017-01-04,714.4132
2017-01-11,712.9467
2017-01-18,714.9321
2017-01-25,713.139
2017-02-01,714.7526
2017-02-08,715.517
2017-02-15,714.7007
2017-02-22,716.0196
2017-03-01,716.4989
2017-03-08,716.2309
2017-03-15,716.4327
2017-03-22,717.6554
2017-03-29,717.6831
2017-04-05,718.7549
2017-04-12,720.2481
2017-04-19,719.2161
2017-04-26,718.1077
2017-05-03,719.2551
2017-05-10,719.1152
2017-05-17,719.8241
2017-05-24,720.9349
2017-05-31,722.4775
2017-06-07,722.0103
2017-06-14,723.3385
2017-06-21,725.9567
2017-06-28,726.2403
2017-07-05,728.1927
2017-07-12,728.7149
2017-07-19,728.8593
2017-07-26,728.3322
2017-08-02,728.9427
2017-08-09,730.2263
2017-08-16,729.5587
2017-08-23,730.8973
2017-08-30,731.8376
2017-09-06,733.1158
2017-09-13,736.4083
2017-09-20,737.797
2017-09-27,737.0963
2017-10-04,738.6591
2017-10-11,738.7219
2017-10-18,753.7807
2017-10-25,753.3326
2017-11-01,755.8458
2017-11-08,759.08
2017-11-15,759.5093
2017-11-22,760.7263
2017-11-29,764.0689
2017-12-06,762.7822
2017-12-13,762.953
2017-12-20,763.2617
2017-12-27,763.757
2018-01-03,766.849
2018-01-10,767.7692
2018-01-17,769.0268
2018-01-24,766.8347
2018-01-31,768.8653
2018-02-07,768.5309
2018-02-14,768.7776
2018-02-21,768.0878
2018-02-28,768.414
2018-03-07,769.864
2018-03-14,769.0798
2018-03-21,770.0527
2018-03-28,770.9514
2018-04-04,787.0128
2018-04-11,785.9991
2018-04-18,785.5147
2018-04-25,785.4323
2018-05-02,786.1925
2018-05-09,787.3718
2018-05-16,788.1146
2018-05-23,788.741
2018-05-30,792.7957
2018-06-06,792.0196
2018-06-13,793.4103
2018-06-20,792.6654
2018-06-27,792.928
2018-07-04,793.2092
2018-07-11,791.8013
2018-07-18,792.8176
2018-07-25,793.1104
2018-08-01,792.9569
2018-08-08,795.3006
2018-08-15,795.2066
2018-08-22,796.5804
2018-08-29,797.3245
2018-09-05,798.7669
2018-09-12,798.0214
2018-09-19,799.3012
2018-09-26,798.5239
2018-10-03,800.2901
2018-10-10,801.3864
2018-10-17,800.6745
2018-10-24,801.8864
2018-10-31,804.3807
2018-11-07,803.2096
2018-11-14,805.2387
2018-11-21,806.7485
2018-11-28,809.5749
2018-12-05,806.3737
2018-12-12,806.947
2018-12-19,804.5012
2018-12-26,806.1462
2019-01-02,805.9989
2019-01-09,808.1634
2019-01-16,806.908
2019-01-23,808.9701
2019-01-30,812.1422
2019-02-06,811.8559
2019-02-13,811.6979
2019-02-20,812.503
2019-02-27,814.5753
2019-03-06,813.8783
2019-03-13,814.8344
2019-03-20,816.2929
2019-03-27,816.7868
2019-04-03,817.7736
2019-04-10,817.3093
2019-04-17,818.1709
2019-04-24,817.7675
2019-05-01,819.4665
2019-05-08,821.0577
2019-05-15,820.3821
2019-05-22,821.0217
2019-05-29,824.8025
2019-06-05,824.4153
2019-06-12,825.6832
2019-06-19,824.0974
2019-06-26,822.6516
2019-07-03,821.863
2019-07-10,824.0932
2019-07-17,823.6409
2019-07-24,824.8714
2019-07-31,828.329
2019-08-07,828.7512
2019-08-14,829.6038
2019-08-21,830.619
2019-08-28,829.3167
2019-09-04,831.9333
2019-09-11,830.155
2019-09-18,831.485
2019-09-25,830.7256
2019-10-02,830.3308
2019-10-09,830.9823
2019-10-16,838.9056
2019-10-23,839.1576
2019-10-30,841.3776
2019-11-06,841.0367
2019-11-13,842.0428
2019-11-20,840.695
2019-11-27,836.2591
2019-12-04,839.3081
2019-12-11,842.0056
2019-12-18,840.5069
2019-12-25,845.1992
2020-01-01,845.6691
2020-01-08,847.5858
2020-01-15,846.14
2020-01-22,848.64
2020-01-29,849.4505
2020-02-05,849.0893
2020-02-12,849.2361
2020-02-19,850.4292
2020-02-26,851.6202
2020-03-04,858.6884
2020-03-11,858.4256
2020-03-18,858.1517
2020-03-25,845.973
2020-04-01,835.9579
2020-04-08,820.557
2020-04-15,802.9475
2020-04-22,786.3954
2020-04-29,783.4059
2020-05-06,777.8307
2020-05-13,774.2214
2020-05-20,770.1792
2020-05-27,767.5852
2020-06-03,765.159
2020-06-10,765.211
2020-06-17,762.5824
2020-06-24,761.0529
2020-07-01,758.197
2020-07-08,760.5242
2020-07-15,759.6778
2020-07-22,758.4079
2020-07-29,757.1164
2020-08-05,756.3042
2020-08-12,754.4036
2020-08-19,754.0604
2020-08-26,751.8097
2020-09-02,750.1393
2020-09-09,752.0435
2020-09-16,751.7495
2020-09-23,751.1592
2020-09-30,752.7263
2020-10-07,750.4957
2020-10-14,751.1761
2020-10-21,751.6761
2020-10-28,750.4301
2020-11-04,751.5096
2020-11-11,751.9094
2020-11-18,749.8089
2020-11-25,750.3321
2020-12-02,747.7958
2020-12-09,750.4918
2020-12-16,750.4074
2020-12-23,750.8549
2020-12-30,747.6077
2021-01-06,748.1606
2021-01-13,746.7959
2021-01-20,747.0881
2021-01-27,745.587
2021-02-03,744.4649
2021-02-10,745.5292
2021-02-17,745.9202
2021-02-24,745.1132
2021-03-03,746.6659
2021-03-10,745.7004
2021-03-17,744.6607
2021-03-24,742.1755
2021-03-31,744.3484
2021-04-07,738.7288
2021-04-14,737.1673
2021-04-21,736.143
2021-04-28,740.4944
2021-05-05,740.5148
2021-05-12,745.7986
2021-05-19,748.853
2021-05-26,752.0219
2021-06-02,751.6604
2021-06-09,753.8406
2021-06-16,754.157
2021-06-23,756.1268
2021-06-30,761.0917
2021-07-07,760.026
2021-07-14,760.7451
2021-07-21,762.6612
2021-07-28,764.8904
2021-08-04,766.7171
2021-08-11,768.4516
2021-08-18,770.8713
2021-08-25,770.4929
2021-09-01,770.2747
2021-09-08,770.9559
2021-09-15,772.0682
2021-09-22,773.4736
2021-09-29,778.5297
2021-10-06,777.6134
2021-10-13,781.3514
2021-10-20,782.8477
2021-10-27,785.8966
2021-11-03,786.6663
2021-11-10,789.5442
2021-11-17,793.3044
2021-11-24,797.3452
2021-12-01,800.5207
2021-12-08,801.5265
2021-12-15,801.9687
2021-12-22,804.6824
2021-12-29,805.1924
2022-01-05,806.6775
2022-01-12,809.985
2022-01-19,811.8193
2022-01-26,813.7327
2022-02-02,816.0551
2022-02-09,817.1358
2022-02-16,818.6104
2022-02-23,823.5756
2022-03-02,827.48
2022-03-09,829.6707
2022-03-16,833.5938
2022-03-23,839.2957
2022-03-30,847.6053
2022-04-06,846.5073
2022-04-13,851.7735
2022-04-20,852.666
2022-04-27,856.3721
2022-05-04,858.4666
2022-05-11,862.5214
2022-05-18,863.1487
2022-05-25,867.9952
2022-06-01,870.6455
2022-06-08,873.3874
2022-06-15,874.6623
2022-06-22,882.2678
2022-06-29,886.4288
2022-07-06,889.0817
2022-07-13,891.5157
2022-07-20,894.0254
2022-07-27,896.3822
2022-08-03,898.1159
2022-08-10,900.4994
2022-08-17,901.5784
2022-08-24,905.6967
2022-08-31,909.7345
2022-09-07,910.1619
2022-09-14,913.2914
2022-09-21,916.184
2022-09-28,918.7918
2022-10-05,920.9677
2022-10-12,924.2566
2022-10-19,926.005
2022-10-26,928.3789
2022-11-02,928.6993
2022-11-09,929.5197
2022-11-16,929.652
2022-11-23,933.6481
2022-11-30,936.5906
2022-12-07,935.2297
2022-12-14,937.3738
2022-12-21,937.7066
